trigram,frequency,trigrams
"('rooms', 'beautiful', 'especially')",1,rooms beautiful especially
"('beautiful', 'especially', 'wellness')",1,beautiful especially wellness
"('especially', 'wellness', 'room')",1,especially wellness room
"('wellness', 'room', 'infrared')",1,wellness room infrared
"('room', 'infrared', 'sauna')",1,room infrared sauna
"('infrared', 'sauna', 'steam')",1,infrared sauna steam
"('steam', 'room', 'breakfast')",1,steam room breakfast
"('room', 'breakfast', 'delicious')",1,room breakfast delicious
"('breakfast', 'delicious', 'restaurant')",1,breakfast delicious restaurant
"('delicious', 'restaurant', 'gorgeous')",1,delicious restaurant gorgeous
"('restaurant', 'gorgeous', 'really')",1,restaurant gorgeous really
"('gorgeous', 'really', 'downside')",1,gorgeous really downside
"('really', 'downside', 'wait')",1,really downside wait
"('downside', 'wait', 'back')",1,downside wait back
"('wait', 'back', 'fence')",1,wait back fence
"('back', 'fence', 'hotel')",1,back fence hotel
"('fence', 'hotel', 'stay')",1,fence hotel stay
"('hotel', 'stay', 'room')",1,hotel stay room
"('many', 'times', 'always')",1,many times always
"('always', 'special', 'occasion')",1,always special occasion
"('means', 'public', 'area')",1,means public area
"('sleep', 'front', 'office')",1,sleep front office
"('polar', 'bears', 'blanket')",1,polar bears blanket
"('bears', 'blanket', 'heavy')",1,bears blanket heavy
"('blanket', 'heavy', 'hug')",1,blanket heavy hug
"('heavy', 'hug', 'first')",1,heavy hug first
"('hug', 'first', 'night')",1,hug first night
"('first', 'night', 'stuffy')",1,first night stuffy
"('night', 'stuffy', 'well')",1,night stuffy well
"('stuffy', 'well', 'hot')",1,stuffy well hot
"('well', 'hot', 'sleep')",1,well hot sleep
"('hot', 'sleep', 'front')",1,hot sleep front
"('office', 'staff', 'fillippo')",1,office staff fillippo
"('hotel', 'designed', 'kenzo')",1,hotel designed kenzo
"('staff', 'fillippo', 'rude')",1,staff fillippo rude
"('fillippo', 'rude', 'unhelpful')",1,fillippo rude unhelpful
"('rude', 'unhelpful', 'expensive')",1,rude unhelpful expensive
"('unhelpful', 'expensive', 'hotel')",1,unhelpful expensive hotel
"('expensive', 'hotel', 'view')",1,expensive hotel view
"('hotel', 'view', 'room')",1,hotel view room
"('view', 'room', 'paid')",1,view room paid
"('room', 'paid', 'floor')",1,room paid floor
"('paid', 'floor', 'looks')",1,paid floor looks
"('floor', 'looks', 'parking')",1,floor looks parking
"('like', 'polar', 'bears')",1,like polar bears
"('sleep', 'like', 'polar')",1,sleep like polar
"('like', 'sleep', 'like')",1,like sleep like
"('conditioned', 'like', 'sleep')",1,conditioned like sleep
"('kenzo', 'tange', 'apparently')",1,kenzo tange apparently
"('tange', 'apparently', 'lot')",1,tange apparently lot
"('apparently', 'lot', 'opportunity')",1,apparently lot opportunity
"('lot', 'opportunity', 'fun')",1,lot opportunity fun
"('opportunity', 'fun', 'many')",1,opportunity fun many
"('fun', 'many', 'little')",1,fun many little
"('many', 'little', 'fun')",1,many little fun
"('little', 'fun', 'moments')",1,little fun moments
"('fun', 'moments', 'lobby')",1,fun moments lobby
"('moments', 'lobby', 'admire')",1,moments lobby admire
"('lobby', 'admire', 'see')",1,lobby admire see
"('admire', 'see', 'photos')",1,admire see photos
"('see', 'photos', 'arrived')",1,see photos arrived
"('photos', 'arrived', 'unstable')",1,photos arrived unstable
"('arrived', 'unstable', 'climate')",1,arrived unstable climate
"('unstable', 'climate', 'early')",1,unstable climate early
"('climate', 'early', 'april')",1,climate early april
"('early', 'april', 'room')",1,early april room
"('april', 'room', 'air')",1,april room air
"('room', 'air', 'conditioned')",1,room air conditioned
"('air', 'conditioned', 'like')",1,air conditioned like
"('looks', 'parking', 'lot')",1,looks parking lot
"('parking', 'lot', 'would')",1,parking lot would
"('lot', 'would', 'stay')",1,lot would stay
"('staff', 'wonderful', 'love')",1,staff wonderful love
"('love', 'cool', 'artwork')",1,love cool artwork
"('cool', 'artwork', 'decor')",1,cool artwork decor
"('artwork', 'decor', 'pool')",1,artwork decor pool
"('decor', 'pool', 'spa')",1,decor pool spa
"('pool', 'spa', 'exceptional')",1,pool spa exceptional
"('spa', 'exceptional', 'included')",1,spa exceptional included
"('exceptional', 'included', 'features')",1,exceptional included features
"('included', 'features', 'room')",1,included features room
"('features', 'room', 'nice')",1,features room nice
"('room', 'nice', 'location')",1,room nice location
"('nice', 'location', 'pool')",1,nice location pool
"('location', 'pool', 'heated')",1,location pool heated
"('pool', 'heated', 'fantastic')",1,pool heated fantastic
"('heated', 'fantastic', 'view')",1,heated fantastic view
"('fantastic', 'view', 'beautiful')",1,fantastic view beautiful
"('view', 'beautiful', 'location')",1,view beautiful location
"('beautiful', 'location', 'adjacent')",1,beautiful location adjacent
"('location', 'adjacent', 'restaurant')",1,location adjacent restaurant
"('adjacent', 'restaurant', 'spa')",1,adjacent restaurant spa
"('restaurant', 'spa', 'warm')",1,restaurant spa warm
"('spa', 'warm', 'hot')",1,spa warm hot
"('wonderful', 'love', 'cool')",1,wonderful love cool
"('located', 'staff', 'wonderful')",1,located staff wonderful
"('would', 'stay', 'hotel')",1,would stay hotel
"('centrally', 'located', 'staff')",1,centrally located staff
"('stay', 'hotel', 'closed')",1,stay hotel closed
"('hotel', 'closed', 'pool')",1,hotel closed pool
"('closed', 'pool', 'roof')",1,closed pool roof
"('pool', 'roof', 'top')",1,pool roof top
"('roof', 'top', 'bar')",1,roof top bar
"('top', 'bar', 'open')",1,top bar open
"('bar', 'open', 'love')",1,bar open love
"('open', 'love', 'stay')",1,open love stay
"('love', 'stay', 'romeo')",1,love stay romeo
"('hotel', 'naples', 'spa')",1,hotel naples spa
"('naples', 'spa', 'terrific')",1,naples spa terrific
"('spa', 'terrific', 'love')",1,spa terrific love
"('terrific', 'love', 'rooftop')",1,terrific love rooftop
"('love', 'rooftop', 'pool')",1,love rooftop pool
"('rooftop', 'pool', 'spent')",1,rooftop pool spent
"('pool', 'spent', 'long')",1,pool spent long
"('spent', 'long', 'time')",1,spent long time
"('long', 'time', 'pool')",1,long time pool
"('time', 'pool', 'location')",1,time pool location
"('pool', 'location', 'centrally')",1,pool location centrally
"('location', 'centrally', 'located')",1,location centrally located
"('designed', 'kenzo', 'tange')",1,designed kenzo tange
"('romeo', 'hotel', 'designed')",1,romeo hotel designed
"('special', 'occasion', 'every')",1,special occasion every
"('got', 'room', 'wonderful')",1,got room wonderful
"('triple', 'tier', 'upgrade')",1,triple tier upgrade
"('tier', 'upgrade', 'general')",1,tier upgrade general
"('upgrade', 'general', 'wonderful')",1,upgrade general wonderful
"('general', 'wonderful', 'person')",1,general wonderful person
"('wonderful', 'person', 'talk')",1,wonderful person talk
"('person', 'talk', 'needs')",1,person talk needs
"('talk', 'needs', 'around')",1,talk needs around
"('needs', 'around', 'naples')",1,needs around naples
"('around', 'naples', 'got')",1,around naples got
"('naples', 'got', 'room')",1,naples got room
"('room', 'wonderful', 'view')",1,room wonderful view
"('travel', 'romeo', 'hotel')",1,travel romeo hotel
"('wonderful', 'view', 'volcano')",1,wonderful view volcano
"('view', 'volcano', 'also')",1,view volcano also
"('volcano', 'also', 'cake')",1,volcano also cake
"('also', 'cake', 'upon')",1,also cake upon
"('cake', 'upon', 'arrival')",1,cake upon arrival
"('upon', 'arrival', 'special')",1,upon arrival special
"('arrival', 'special', 'shout')",1,arrival special shout
"('special', 'shout', 'people')",1,special shout people
"('shout', 'people', 'working')",1,shout people working
"('people', 'working', 'amazing')",1,people working amazing
"('get', 'triple', 'tier')",1,get triple tier
"('able', 'get', 'triple')",1,able get triple
"('alessandro', 'able', 'get')",1,alessandro able get
"('francesco', 'alessandro', 'able')",1,francesco alessandro able
"('occasion', 'every', 'time')",1,occasion every time
"('every', 'time', 'stay')",1,every time stay
"('time', 'stay', 'great')",1,time stay great
"('stay', 'great', 'central')",1,stay great central
"('great', 'central', 'location')",1,great central location
"('central', 'location', 'also')",1,central location also
"('location', 'also', 'wonderful')",1,location also wonderful
"('also', 'wonderful', 'view')",1,also wonderful view
"('wonderful', 'view', 'mount')",1,wonderful view mount
"('mount', 'vesuvius', 'amenities')",1,mount vesuvius amenities
"('vesuvius', 'amenities', 'also')",1,vesuvius amenities also
"('amenities', 'also', 'top')",1,amenities also top
"('also', 'top', 'tier')",1,also top tier
"('top', 'tier', 'goes')",1,top tier goes
"('tier', 'goes', 'service')",1,tier goes service
"('goes', 'service', 'well')",1,goes service well
"('service', 'well', 'stay')",1,service well stay
"('well', 'stay', 'time')",1,well stay time
"('stay', 'time', 'birthday')",1,stay time birthday
"('time', 'birthday', 'francesco')",1,time birthday francesco
"('birthday', 'francesco', 'alessandro')",1,birthday francesco alessandro
"('working', 'amazing', 'shout')",1,working amazing shout
"('amazing', 'shout', 'also')",1,amazing shout also
"('shout', 'also', 'mario')",1,shout also mario
"('added', 'stress', 'opened')",1,added stress opened
"('opened', 'day', 'earlier')",1,opened day earlier
"('day', 'earlier', 'bit')",1,day earlier bit
"('earlier', 'bit', 'judgy')",1,earlier bit judgy
"('bit', 'judgy', 'ever')",1,bit judgy ever
"('judgy', 'ever', 'traveler')",1,judgy ever traveler
"('ever', 'traveler', 'nervous')",1,ever traveler nervous
"('traveler', 'nervous', 'level')",1,traveler nervous level
"('nervous', 'level', 'attention')",1,nervous level attention
"('level', 'attention', 'care')",1,level attention care
"('attention', 'care', 'love')",1,attention care love
"('care', 'love', 'immediately')",1,care love immediately
"('love', 'immediately', 'felt')",1,love immediately felt
"('immediately', 'felt', 'let')",1,immediately felt let
"('felt', 'let', 'first')",1,felt let first
"('let', 'first', 'start')",1,let first start
"('first', 'start', 'design')",1,first start design
"('start', 'design', 'environment')",1,start design environment
"('design', 'environment', 'vibes')",1,design environment vibes
"('environment', 'vibes', 'pick')",1,environment vibes pick
"('vibes', 'pick', 'travel')",1,vibes pick travel
"('pick', 'travel', 'romeo')",1,pick travel romeo
"('stress', 'opened', 'day')",1,stress opened day
"('mood', 'added', 'stress')",1,mood added stress
"('also', 'mario', 'fillippo')",1,also mario fillippo
"('imagine', 'mood', 'added')",1,imagine mood added
"('mario', 'fillippo', 'always')",1,mario fillippo always
"('fillippo', 'always', 'make')",1,fillippo always make
"('always', 'make', 'sure')",1,always make sure
"('make', 'sure', 'take')",1,make sure take
"('sure', 'take', 'advantage')",1,sure take advantage
"('take', 'advantage', 'spa')",1,take advantage spa
"('advantage', 'spa', 'avid')",1,advantage spa avid
"('spa', 'avid', 'traveler')",1,spa avid traveler
"('avid', 'traveler', 'say')",1,avid traveler say
"('traveler', 'say', 'one')",1,traveler say one
"('say', 'one', 'favorites')",1,say one favorites
"('one', 'favorites', 'entire')",1,one favorites entire
"('favorites', 'entire', 'world')",1,favorites entire world
"('entire', 'world', 'arrived')",1,entire world arrived
"('world', 'arrived', 'romeo')",1,world arrived romeo
"('arrived', 'romeo', 'hotel')",1,arrived romeo hotel
"('romeo', 'hotel', 'four')",1,romeo hotel four
"('hotel', 'four', 'seasons')",1,hotel four seasons
"('four', 'seasons', 'florence')",1,four seasons florence
"('seasons', 'florence', 'imagine')",1,seasons florence imagine
"('florence', 'imagine', 'mood')",1,florence imagine mood
"('public', 'area', 'floors')",1,public area floors
"('booking', 'means', 'public')",1,booking means public
"('naples', 'fantastic', 'beach')",1,naples fantastic beach
"('try', 'romeo', 'hotel')",1,try romeo hotel
"('hotel', 'part', 'article')",1,hotel part article
"('part', 'article', 'airplane')",1,part article airplane
"('article', 'airplane', 'magazine')",1,article airplane magazine
"('airplane', 'magazine', 'wife')",1,airplane magazine wife
"('magazine', 'wife', 'staying')",1,magazine wife staying
"('wife', 'staying', 'amalfi')",1,wife staying amalfi
"('staying', 'amalfi', 'week')",1,staying amalfi week
"('amalfi', 'week', 'decided')",1,amalfi week decided
"('week', 'decided', 'try')",1,week decided try
"('decided', 'try', 'romeo')",1,decided try romeo
"('last', 'night', 'italy')",1,last night italy
"('hotels', 'naples', 'would')",1,hotels naples would
"('night', 'italy', 'great')",1,night italy great
"('italy', 'great', 'choice')",1,italy great choice
"('great', 'choice', 'rooms')",1,great choice rooms
"('choice', 'rooms', 'modern')",1,choice rooms modern
"('rooms', 'modern', 'convent')",1,rooms modern convent
"('modern', 'convent', 'well')",1,modern convent well
"('convent', 'well', 'appointed')",1,convent well appointed
"('well', 'appointed', 'excellent')",1,well appointed excellent
"('appointed', 'excellent', 'choice')",1,appointed excellent choice
"('excellent', 'choice', 'would')",1,excellent choice would
"('saw', 'hotel', 'part')",1,saw hotel part
"('place', 'saw', 'hotel')",1,place saw hotel
"('classy', 'place', 'saw')",1,classy place saw
"('friendly', 'classy', 'place')",1,friendly classy place
"('would', 'definitely', 'return')",1,would definitely return
"('definitely', 'return', 'hotel')",1,definitely return hotel
"('return', 'hotel', 'second')",1,return hotel second
"('hotel', 'second', 'walked')",1,hotel second walked
"('second', 'walked', 'felt')",1,second walked felt
"('walked', 'felt', 'welcome')",1,walked felt welcome
"('felt', 'welcome', 'hotel')",1,felt welcome hotel
"('welcome', 'hotel', 'like')",1,welcome hotel like
"('hotel', 'like', 'wonderland')",1,hotel like wonderland
"('like', 'wonderland', 'beautiful')",1,like wonderland beautiful
"('wonderland', 'beautiful', 'décor')",1,wonderland beautiful décor
"('beautiful', 'décor', 'around')",1,beautiful décor around
"('décor', 'around', 'place')",1,décor around place
"('around', 'place', 'breathtaking')",1,around place breathtaking
"('place', 'breathtaking', 'wish')",1,place breathtaking wish
"('breathtaking', 'wish', 'would')",1,breathtaking wish would
"('wish', 'would', 'time')",1,wish would time
"('would', 'time', 'ultra')",1,would time ultra
"('time', 'ultra', 'modern')",1,time ultra modern
"('ultra', 'modern', 'friendly')",1,ultra modern friendly
"('modern', 'friendly', 'classy')",1,modern friendly classy
"('choice', 'would', 'stay')",1,choice would stay
"('would', 'stay', 'beautiful')",1,would stay beautiful
"('stay', 'beautiful', 'hotel')",1,stay beautiful hotel
"('beds', 'turndown', 'service')",1,beds turndown service
"('service', 'provided', 'box')",1,service provided box
"('provided', 'box', 'chocolates')",1,provided box chocolates
"('box', 'chocolates', 'great')",1,box chocolates great
"('chocolates', 'great', 'stay')",1,chocolates great stay
"('stay', 'would', 'stay')",1,stay would stay
"('would', 'stay', 'stayed')",1,would stay stayed
"('stay', 'stayed', 'one')",1,stay stayed one
"('stayed', 'one', 'night')",1,stayed one night
"('one', 'night', 'way')",1,one night way
"('night', 'way', 'capri')",1,night way capri
"('way', 'capri', 'one')",1,way capri one
"('capri', 'one', 'night')",1,capri one night
"('one', 'night', 'return')",1,one night return
"('night', 'return', 'route')",1,night return route
"('return', 'route', 'airport')",1,return route airport
"('route', 'airport', 'hotel')",1,route airport hotel
"('airport', 'hotel', 'staff')",1,airport hotel staff
"('staff', 'outstanding', 'front')",1,staff outstanding front
"('outstanding', 'front', 'desk')",1,outstanding front desk
"('desk', 'staff', 'helpful')",1,desk staff helpful
"('staff', 'helpful', 'room')",1,staff helpful room
"('turndown', 'service', 'provided')",1,turndown service provided
"('comfortable', 'beds', 'turndown')",1,comfortable beds turndown
"('beautiful', 'hotel', 'naples')",1,beautiful hotel naples
"('rooms', 'comfortable', 'beds')",1,rooms comfortable beds
"('naples', 'staff', 'made')",1,naples staff made
"('staff', 'made', 'hotel')",1,staff made hotel
"('made', 'hotel', 'ever')",1,made hotel ever
"('hotel', 'ever', 'fantastic')",1,hotel ever fantastic
"('ever', 'fantastic', 'provided')",1,ever fantastic provided
"('fantastic', 'provided', 'wonderful')",1,fantastic provided wonderful
"('provided', 'wonderful', 'hospitality')",1,provided wonderful hospitality
"('wonderful', 'hospitality', 'went')",1,wonderful hospitality went
"('hospitality', 'went', 'beyond')",1,hospitality went beyond
"('went', 'beyond', 'made')",1,went beyond made
"('beyond', 'made', 'items')",1,beyond made items
"('made', 'items', 'menu')",1,made items menu
"('items', 'menu', 'husbands')",1,items menu husbands
"('menu', 'husbands', 'birthday')",1,menu husbands birthday
"('husbands', 'birthday', 'also')",1,husbands birthday also
"('birthday', 'also', 'boxed')",1,birthday also boxed
"('also', 'boxed', 'breakfasts')",1,also boxed breakfasts
"('boxed', 'breakfasts', 'early')",1,boxed breakfasts early
"('breakfasts', 'early', 'morning')",1,breakfasts early morning
"('morning', 'flight', 'rooms')",1,morning flight rooms
"('flight', 'rooms', 'comfortable')",1,flight rooms comfortable
"('naples', 'would', 'definitely')",1,naples would definitely
"('luxury', 'hotels', 'naples')",1,luxury hotels naples
"('room', 'modern', 'return')",1,room modern return
"('bustling', 'city', 'center')",1,bustling city center
"('included', 'amenities', 'needed')",1,included amenities needed
"('amenities', 'needed', 'hotel')",1,amenities needed hotel
"('needed', 'hotel', 'oasis')",1,needed hotel oasis
"('hotel', 'oasis', 'luxury')",1,hotel oasis luxury
"('oasis', 'luxury', 'conveniently')",1,oasis luxury conveniently
"('luxury', 'conveniently', 'located')",1,luxury conveniently located
"('conveniently', 'located', 'within')",1,conveniently located within
"('located', 'within', 'walking')",1,located within walking
"('walking', 'distance', 'bustling')",1,walking distance bustling
"('distance', 'bustling', 'city')",1,distance bustling city
"('city', 'center', 'spanish')",1,city center spanish
"('among', 'luxury', 'hotels')",1,among luxury hotels
"('center', 'spanish', 'quarter')",1,center spanish quarter
"('spanish', 'quarter', 'would')",1,spanish quarter would
"('quarter', 'would', 'highly')",1,quarter would highly
"('recommend', 'hotel', 'anybody')",1,recommend hotel anybody
"('hotel', 'anybody', 'visiting')",1,hotel anybody visiting
"('anybody', 'visiting', 'naples')",1,anybody visiting naples
"('visiting', 'naples', 'amalfi')",1,visiting naples amalfi
"('naples', 'amalfi', 'coast')",1,naples amalfi coast
"('amalfi', 'coast', 'top')",1,amalfi coast top
"('coast', 'top', 'notch')",1,coast top notch
"('comfortable', 'included', 'amenities')",1,comfortable included amenities
"('beautiful', 'comfortable', 'included')",1,beautiful comfortable included
"('rooms', 'beautiful', 'comfortable')",1,rooms beautiful comfortable
"('friendly', 'rooms', 'beautiful')",1,friendly rooms beautiful
"('fantastic', 'beach', 'club')",1,fantastic beach club
"('beach', 'club', 'short')",1,beach club short
"('club', 'short', 'drive')",1,club short drive
"('short', 'drive', 'away')",1,short drive away
"('drive', 'away', 'sea')",1,drive away sea
"('away', 'sea', 'swimming')",1,away sea swimming
"('sea', 'swimming', 'sunbathing')",1,sea swimming sunbathing
"('swimming', 'sunbathing', 'stayed')",1,swimming sunbathing stayed
"('sunbathing', 'stayed', 'romeo')",1,sunbathing stayed romeo
"('hotel', 'naples', 'june')",1,hotel naples june
"('naples', 'june', '2022')",1,naples june 2022
"('june', '2022', 'staff')",1,june 2022 staff
"('2022', 'staff', 'kind')",1,2022 staff kind
"('staff', 'kind', 'attentive')",1,staff kind attentive
"('kind', 'attentive', 'hotel')",1,kind attentive hotel
"('attentive', 'hotel', 'manager')",1,attentive hotel manager
"('hotel', 'manager', 'francesco')",1,hotel manager francesco
"('manager', 'francesco', 'extremely')",1,manager francesco extremely
"('francesco', 'extremely', 'helpful')",1,francesco extremely helpful
"('extremely', 'helpful', 'friendly')",1,extremely helpful friendly
"('helpful', 'friendly', 'rooms')",1,helpful friendly rooms
"('top', 'notch', 'luxury')",1,top notch luxury
"('notch', 'luxury', 'hotel')",1,notch luxury hotel
"('luxury', 'hotel', 'international')",1,luxury hotel international
"('dining', 'options', 'best')",1,dining options best
"('best', 'breakfast', 'july')",1,best breakfast july
"('breakfast', 'july', 'inform')",1,breakfast july inform
"('july', 'inform', 'guest')",1,july inform guest
"('inform', 'guest', 'rooftop')",1,inform guest rooftop
"('guest', 'rooftop', 'going')",1,guest rooftop going
"('rooftop', 'going', 'reopen')",1,rooftop going reopen
"('going', 'reopen', 'following')",1,going reopen following
"('reopen', 'following', 'extensive')",1,reopen following extensive
"('following', 'extensive', 'renovations')",1,following extensive renovations
"('extensive', 'renovations', 'larger')",1,extensive renovations larger
"('renovations', 'larger', 'outdoor')",1,renovations larger outdoor
"('larger', 'outdoor', 'pool')",1,larger outdoor pool
"('outdoor', 'pool', 'lounge')",1,outdoor pool lounge
"('pool', 'lounge', 'bar')",1,pool lounge bar
"('lounge', 'bar', 'gourmet')",1,lounge bar gourmet
"('bar', 'gourmet', 'restaurant')",1,bar gourmet restaurant
"('gourmet', 'restaurant', 'largest')",1,gourmet restaurant largest
"('restaurant', 'largest', 'best')",1,restaurant largest best
"('largest', 'best', 'spa')",1,largest best spa
"('best', 'spa', 'among')",1,best spa among
"('spa', 'among', 'luxury')",1,spa among luxury
"('options', 'best', 'breakfast')",1,options best breakfast
"('great', 'dining', 'options')",1,great dining options
"('hotel', 'international', 'standards')",1,hotel international standards
"('proofing', 'great', 'dining')",1,proofing great dining
"('international', 'standards', 'sleek')",1,international standards sleek
"('standards', 'sleek', 'contemporary')",1,standards sleek contemporary
"('sleek', 'contemporary', 'elegant')",1,sleek contemporary elegant
"('contemporary', 'elegant', 'superbly')",1,contemporary elegant superbly
"('elegant', 'superbly', 'appointed')",1,elegant superbly appointed
"('superbly', 'appointed', 'rooms')",1,superbly appointed rooms
"('appointed', 'rooms', 'large')",1,appointed rooms large
"('rooms', 'large', 'bathrooms')",1,rooms large bathrooms
"('large', 'bathrooms', 'bottega')",1,large bathrooms bottega
"('bathrooms', 'bottega', 'veneta')",1,bathrooms bottega veneta
"('bottega', 'veneta', 'amenities')",1,bottega veneta amenities
"('veneta', 'amenities', 'heavenly')",1,veneta amenities heavenly
"('amenities', 'heavenly', 'comfortable')",1,amenities heavenly comfortable
"('heavenly', 'comfortable', 'beds')",1,heavenly comfortable beds
"('comfortable', 'beds', 'amazing')",1,comfortable beds amazing
"('beds', 'amazing', 'mattress')",1,beds amazing mattress
"('amazing', 'mattress', 'linen')",1,amazing mattress linen
"('mattress', 'linen', 'excellent')",1,mattress linen excellent
"('linen', 'excellent', 'sound')",1,linen excellent sound
"('excellent', 'sound', 'proofing')",1,excellent sound proofing
"('sound', 'proofing', 'great')",1,sound proofing great
"('helpful', 'room', 'modern')",1,helpful room modern
"('modern', 'return', 'stayed')",1,modern return stayed
"('time', 'booking', 'means')",1,time booking means
"('comforts', 'hotel', 'close')",1,comforts hotel close
"('view', 'harbor', 'cozy')",1,view harbor cozy
"('harbor', 'cozy', 'comfortable')",1,harbor cozy comfortable
"('cozy', 'comfortable', 'smartly')",1,cozy comfortable smartly
"('comfortable', 'smartly', 'efficiently')",1,comfortable smartly efficiently
"('smartly', 'efficiently', 'equipped')",1,smartly efficiently equipped
"('efficiently', 'equipped', 'included')",1,efficiently equipped included
"('equipped', 'included', 'updated')",1,equipped included updated
"('included', 'updated', 'modern')",1,included updated modern
"('updated', 'modern', 'comforts')",1,updated modern comforts
"('modern', 'comforts', 'hotel')",1,modern comforts hotel
"('hotel', 'close', 'port')",1,hotel close port
"('minute', 'following', 'unexpected')",1,minute following unexpected
"('close', 'port', 'within')",1,close port within
"('port', 'within', 'easy')",1,port within easy
"('within', 'easy', 'walking')",1,within easy walking
"('easy', 'walking', 'distance')",1,easy walking distance
"('walking', 'distance', 'naples')",1,walking distance naples
"('distance', 'naples', 'central')",1,distance naples central
"('naples', 'central', 'historic')",1,naples central historic
"('central', 'historic', 'sites')",1,central historic sites
"('historic', 'sites', 'public')",1,historic sites public
"('sites', 'public', 'transport')",1,sites public transport
"('suite', 'view', 'harbor')",1,suite view harbor
"('junior', 'suite', 'view')",1,junior suite view
"('booked', 'junior', 'suite')",1,booked junior suite
"('room', 'booked', 'junior')",1,room booked junior
"('unexpected', 'events', 'gratifying')",1,unexpected events gratifying
"('events', 'gratifying', 'discover')",1,events gratifying discover
"('gratifying', 'discover', 'amazing')",1,gratifying discover amazing
"('discover', 'amazing', 'willing')",1,discover amazing willing
"('amazing', 'willing', 'staff')",1,amazing willing staff
"('willing', 'staff', 'assist')",1,willing staff assist
"('staff', 'assist', 'pleasant')",1,staff assist pleasant
"('assist', 'pleasant', 'warm')",1,assist pleasant warm
"('pleasant', 'warm', 'welcome')",1,pleasant warm welcome
"('warm', 'welcome', 'nothing')",1,warm welcome nothing
"('welcome', 'nothing', 'kept')",1,welcome nothing kept
"('nothing', 'kept', 'eye')",1,nothing kept eye
"('kept', 'eye', 'hotel')",1,kept eye hotel
"('eye', 'hotel', 'first')",1,eye hotel first
"('hotel', 'first', 'place')",1,hotel first place
"('first', 'place', 'mentioned')",1,first place mentioned
"('place', 'mentioned', 'really')",1,place mentioned really
"('mentioned', 'really', 'kept')",1,mentioned really kept
"('really', 'kept', 'promise')",1,really kept promise
"('kept', 'promise', 'room')",1,kept promise room
"('promise', 'room', 'booked')",1,promise room booked
"('public', 'transport', 'entry')",1,public transport entry
"('transport', 'entry', 'start')",1,transport entry start
"('entry', 'start', 'leave')",1,entry start leave
"('peacefull', 'happy', 'choice')",1,peacefull happy choice
"('choice', 'best', 'could')",1,choice best could
"('best', 'could', 'happen')",1,best could happen
"('could', 'happen', '1000')",1,could happen 1000
"('happen', '1000', 'times')",1,happen 1000 times
"('1000', 'times', 'thx')",1,1000 times thx
"('times', 'thx', 'experience')",1,times thx experience
"('thx', 'experience', 'hotel')",1,thx experience hotel
"('experience', 'hotel', 'charges')",1,experience hotel charges
"('hotel', 'charges', 'high')",1,hotel charges high
"('charges', 'high', 'rate')",1,charges high rate
"('high', 'rate', 'checked')",1,high rate checked
"('rate', 'checked', 'discovered')",1,rate checked discovered
"('checked', 'discovered', 'pool')",1,checked discovered pool
"('discovered', 'pool', 'restaurant')",1,discovered pool restaurant
"('pool', 'restaurant', 'closed')",1,pool restaurant closed
"('restaurant', 'closed', 'due')",1,restaurant closed due
"('closed', 'due', 'renovations')",1,closed due renovations
"('due', 'renovations', 'knowledge')",1,due renovations knowledge
"('renovations', 'knowledge', 'disclosed')",1,renovations knowledge disclosed
"('knowledge', 'disclosed', 'time')",1,knowledge disclosed time
"('disclosed', 'time', 'booking')",1,disclosed time booking
"('happy', 'choice', 'best')",1,happy choice best
"('romeo', 'peacefull', 'happy')",1,romeo peacefull happy
"('start', 'leave', 'unique')",1,start leave unique
"('hotel', 'romeo', 'peacefull')",1,hotel romeo peacefull
"('leave', 'unique', 'exeprience')",1,leave unique exeprience
"('unique', 'exeprience', 'top')",1,unique exeprience top
"('exeprience', 'top', 'still')",1,exeprience top still
"('top', 'still', 'exists')",1,top still exists
"('still', 'exists', 'friendly')",1,still exists friendly
"('exists', 'friendly', 'helpfull')",1,exists friendly helpfull
"('friendly', 'helpfull', 'staff')",1,friendly helpfull staff
"('helpfull', 'staff', 'star')",1,helpfull staff star
"('staff', 'star', 'hotel')",1,staff star hotel
"('star', 'hotel', 'practice')",1,star hotel practice
"('hotel', 'practice', 'food')",1,hotel practice food
"('practice', 'food', 'breakfast')",1,practice food breakfast
"('food', 'breakfast', 'restaurant')",1,food breakfast restaurant
"('breakfast', 'restaurant', 'quality')",1,breakfast restaurant quality
"('restaurant', 'quality', 'products')",1,restaurant quality products
"('quality', 'products', 'life')",1,quality products life
"('products', 'life', 'outside')",1,products life outside
"('life', 'outside', 'hectic')",1,life outside hectic
"('outside', 'hectic', 'inside')",1,outside hectic inside
"('hectic', 'inside', 'hotel')",1,hectic inside hotel
"('inside', 'hotel', 'romeo')",1,inside hotel romeo
"('following', 'unexpected', 'events')",1,following unexpected events
"('last', 'minute', 'following')",1,last minute following
"('return', 'stayed', 'corner')",1,return stayed corner
"('incredibly', 'lucky', 'stay')",1,incredibly lucky stay
"('something', 'everyone', 'quality')",1,something everyone quality
"('everyone', 'quality', 'excellent')",1,everyone quality excellent
"('quality', 'excellent', 'bar')",1,quality excellent bar
"('excellent', 'bar', 'service')",1,excellent bar service
"('bar', 'service', 'great')",1,bar service great
"('service', 'great', 'comes')",1,service great comes
"('great', 'comes', 'lots')",1,great comes lots
"('comes', 'lots', 'munchies')",1,comes lots munchies
"('lots', 'munchies', 'incredibly')",1,lots munchies incredibly
