trigram,frequency,trigrams
"('but', 'kindly', 'helped')",1,but kindly helped
"('alessandro', 'and', 'the')",1,alessandro and the
"('bags', 'but', 'kindly')",1,bags but kindly
"('with', 'bags', 'but')",1,with bags but
"('helped', 'with', 'bags')",1,helped with bags
"('only', 'helped', 'with')",1,only helped with
"('not', 'only', 'helped')",1,not only helped
"('who', 'not', 'only')",1,who not only
"('francesco', 'who', 'not')",1,francesco who not
"('to', 'francesco', 'who')",1,to francesco who
"('desk', 'to', 'francesco')",1,desk to francesco
"('him', 'at', 'the')",1,him at the
"('with', 'him', 'at')",1,with him at
"('working', 'with', 'him')",1,working with him
"('was', 'working', 'with')",1,was working with
"('who', 'was', 'working')",1,who was working
"('woman', 'who', 'was')",1,woman who was
"('the', 'woman', 'who')",1,the woman who
"('and', 'the', 'woman')",1,and the woman
"('perspex', 'panels', 'offer')",1,perspex panels offer
"('and', 'perspex', 'panels')",1,and perspex panels
"('shower', 'and', 'perspex')",1,shower and perspex
"('have', 'ever', 'tasted')",1,have ever tasted
"('scrambled', 'eggs', 'we')",1,scrambled eggs we
"('best', 'scrambled', 'eggs')",1,best scrambled eggs
"('the', 'best', 'scrambled')",1,the best scrambled
"('way', 'the', 'best')",1,way the best
"('the', 'way', 'the')",1,the way the
"('by', 'the', 'way')",1,by the way
"('superb', 'by', 'the')",1,superb by the
"('was', 'superb', 'by')",1,was superb by
"('breakfast', 'was', 'superb')",1,breakfast was superb
"('of', 'staff', 'the')",1,of staff the
"('every', 'member', 'of')",1,every member of
"('with', 'every', 'member')",1,with every member
"('english', 'with', 'every')",1,english with every
"('in', 'english', 'with')",1,in english with
"('with', 'communicating', 'in')",1,with communicating in
"('problem', 'with', 'communicating')",1,problem with communicating
"('a', 'problem', 'with')",1,a problem with
"('eggs', 'we', 'have')",1,eggs we have
"('ever', 'tasted', 'lunch')",1,ever tasted lunch
"('never', 'had', 'a')",1,never had a
"('tasted', 'lunch', 'and')",1,tasted lunch and
"('on', 'the', 'comfy')",1,on the comfy
"('logs', 'on', 'the')",1,logs on the
"('like', 'logs', 'on')",1,like logs on
"('slept', 'like', 'logs')",1,slept like logs
"('we', 'slept', 'like')",1,we slept like
"('foods', 'we', 'slept')",1,foods we slept
"('local', 'foods', 'we')",1,local foods we
"('of', 'local', 'foods')",1,of local foods
"('selection', 'of', 'local')",1,selection of local
"('great', 'selection', 'of')",1,great selection of
"('a', 'great', 'selection')",1,a great selection
"('professional', 'with', 'a')",1,professional with a
"('was', 'professional', 'with')",1,was professional with
"('service', 'was', 'professional')",1,service was professional
"('dinner', 'service', 'was')",1,dinner service was
"('and', 'dinner', 'service')",1,and dinner service
"('lunch', 'and', 'dinner')",1,lunch and dinner
"('had', 'a', 'problem')",1,had a problem
"('we', 'never', 'had')",1,we never had
"('comfy', 'beds', 'and')",1,comfy beds and
"('time', 'but', 'never')",1,time but never
"('peninsula', 'many', 'time')",1,peninsula many time
"('italian', 'peninsula', 'many')",1,italian peninsula many
"('the', 'italian', 'peninsula')",1,the italian peninsula
"('visited', 'the', 'italian')",1,visited the italian
"('have', 'visited', 'the')",1,have visited the
"('welcomed', 'we', 'have')",1,welcomed we have
"('so', 'welcomed', 'we')",1,so welcomed we
"('feel', 'so', 'welcomed')",1,feel so welcomed
"('us', 'feel', 'so')",1,us feel so
"('who', 'made', 'us')",1,who made us
"('lady', 'who', 'made')",1,lady who made
"('young', 'lady', 'who')",1,young lady who
"('helpful', 'young', 'lady')",1,helpful young lady
"('very', 'helpful', 'young')",1,very helpful young
"('by', 'a', 'very')",1,by a very
"('aplenty', 'we', 'were')",1,aplenty we were
"('items', 'aplenty', 'we')",1,items aplenty we
"('many', 'time', 'but')",1,many time but
"('but', 'never', 'naples')",1,but never naples
"('experience', 'we', 'never')",1,experience we never
"('never', 'naples', 'before')",1,never naples before
"('best', 'experience', 'we')",1,best experience we
"('the', 'best', 'experience')",1,the best experience
"('stay', 'the', 'best')",1,stay the best
"('utmost', 'to', 'make')",1,utmost to make
"('their', 'utmost', 'to')",1,their utmost to
"('tried', 'their', 'utmost')",1,tried their utmost
"('hotel', 'tried', 'their')",1,hotel tried their
"('the', 'hotel', 'tried')",1,the hotel tried
"('encountered', 'in', 'the')",1,encountered in the
"('we', 'encountered', 'in')",1,we encountered in
"('that', 'we', 'encountered')",1,that we encountered
"('everybody', 'that', 'we')",1,everybody that we
"('city', 'everybody', 'that')",1,city everybody that
"('a', 'city', 'everybody')",1,a city everybody
"('what', 'a', 'city')",1,what a city
"('before', 'what', 'a')",1,before what a
"('naples', 'before', 'what')",1,naples before what
"('the', 'comfy', 'beds')",1,the comfy beds
"('beds', 'and', 'were')",1,beds and were
"('to', 'the', 'shower')",1,to the shower
"('within', 'a', 'box')",1,within a box
"('box', 'bathroom', 'within')",1,box bathroom within
"('a', 'box', 'bathroom')",1,a box bathroom
"('is', 'a', 'box')",1,is a box
"('itself', 'is', 'a')",1,itself is a
"('room', 'itself', 'is')",1,room itself is
"('pic', 'the', 'room')",1,pic the room
"('see', 'pic', 'the')",1,see pic the
"('scaffolding', 'see', 'pic')",1,scaffolding see pic
"('of', 'scaffolding', 'see')",1,of scaffolding see
"('view', 'of', 'scaffolding')",1,view of scaffolding
"('has', 'a', 'view')",1,has a view
"('night', 'has', 'a')",1,night has a
"('per', 'night', 'has')",1,per night has
"('550', 'per', 'night')",1,550 per night
"('euro', '550', 'per')",1,euro 550 per
"('a', 'euro', '550')",1,a euro 550
"('ice', 'a', 'euro')",1,ice a euro
"('bathroom', 'within', 'a')",1,bathroom within a
"('a', 'box', 'bedroom')",1,a box bedroom
"('with', 'no', 'ice')",1,with no ice
"('box', 'bedroom', 'ie')",1,box bedroom ie
"('get', 'to', 'the')",1,get to the
"('area', 'to', 'get')",1,area to get
"('toilet', 'area', 'to')",1,toilet area to
"('the', 'toilet', 'area')",1,the toilet area
"('to', 'walk', 'through')",1,to walk through
"('have', 'to', 'walk')",1,have to walk
"('bathroom', 'you', 'have')",1,bathroom you have
"('the', 'bathroom', 'you')",1,the bathroom you
"('to', 'with', 'the')",1,to with the
"('in', 'to', 'with')",1,in to with
"('cut', 'in', 'to')",1,cut in to
"('is', 'cut', 'in')",1,is cut in
"('bedroom', 'is', 'cut')",1,bedroom is cut
"('the', 'bedroom', 'is')",1,the bedroom is
"('half', 'the', 'bedroom')",1,half the bedroom
"('ie', 'half', 'the')",1,ie half the
"('bedroom', 'ie', 'half')",1,bedroom ie half
"('no', 'ice', 'a')",1,no ice a
"('drink', 'with', 'no')",1,drink with no
"('and', 'were', 'surprised')",1,and were surprised
"('other', 'reviews', 'are')",1,other reviews are
"('is', 'the', 'other')",1,is the other
"('place', 'is', 'the')",1,place is the
"('poor', 'this', 'place')",1,poor this place
"('how', 'poor', 'this')",1,how poor this
"('surprised', 'how', 'poor')",1,surprised how poor
"('really', 'surprised', 'how')",1,really surprised how
"('main', 'really', 'surprised')",1,main really surprised
"('the', 'main', 'really')",1,the main really
"('on', 'the', 'main')",1,on the main
"('were', 'on', 'the')",1,were on the
"('was', 'we', 'were')",1,was we were
"('proofing', 'was', 'we')",1,proofing was we
"('sound', 'proofing', 'was')",1,sound proofing was
"('successful', 'the', 'sound')",1,successful the sound
"('how', 'successful', 'the')",1,how successful the
"('surprised', 'how', 'successful')",1,surprised how successful
"('were', 'surprised', 'how')",1,were surprised how
"('the', 'other', 'reviews')",1,the other reviews
"('reviews', 'are', 'perplexing')",1,reviews are perplexing
"('to', 'drink', 'with')",1,to drink with
"('are', 'perplexing', '35')",1,are perplexing 35
"('side', 'to', 'drink')",1,side to drink
"('the', 'side', 'to')",1,the side to
"('on', 'the', 'side')",1,on the side
"('water', 'on', 'the')",1,water on the
"('warm', 'water', 'on')",1,warm water on
"('is', 'warm', 'water')",1,is warm water
"('there', 'is', 'warm')",1,there is warm
"('cooler', 'there', 'is')",1,cooler there is
"('much', 'cooler', 'there')",1,much cooler there
"('t', 'much', 'cooler')",1,t much cooler
"('isn', 't', 'much')",1,isn t much
"('lobby', 'isn', 't')",1,lobby isn t
"('the', 'lobby', 'isn')",1,the lobby isn
"('outside', 'the', 'lobby')",1,outside the lobby
"('degrees', 'outside', 'the')",1,degrees outside the
"('35', 'degrees', 'outside')",1,35 degrees outside
"('perplexing', '35', 'degrees')",1,perplexing 35 degrees
"('no', 'sun', 'reaching')",1,no sun reaching
"('sun', 'reaching', 'the')",1,sun reaching the
"('reaching', 'the', 'sun')",1,reaching the sun
"('at', 'the', 'late')",1,at the late
"('luggage', 'storage', 'dealt')",1,luggage storage dealt
"('and', 'luggage', 'storage')",1,and luggage storage
"('out', 'and', 'luggage')",1,out and luggage
"('check', 'out', 'and')",1,check out and
"('late', 'check', 'out')",1,late check out
"('hours', 'late', 'check')",1,hours late check
"('late', 'hours', 'late')",1,late hours late
"('the', 'late', 'hours')",1,the late hours
"('cutlerries', 'at', 'the')",1,cutlerries at the
"('and', 'that', 'goes')",1,and that goes
"('n', 'cutlerries', 'at')",1,n cutlerries at
"('space', 'n', 'cutlerries')",1,space n cutlerries
"('given', 'space', 'n')",1,given space n
"('utensils', 'given', 'space')",1,utensils given space
"('with', 'utensils', 'given')",1,with utensils given
"('facilities', 'with', 'utensils')",1,facilities with utensils
"('restaurant', 'facilities', 'with')",1,restaurant facilities with
"('use', 'restaurant', 'facilities')",1,use restaurant facilities
"('storage', 'dealt', 'very')",1,storage dealt very
"('dealt', 'very', 'professionally')",1,dealt very professionally
"('very', 'professionally', 'without')",1,very professionally without
"('professionally', 'without', 'any')",1,professionally without any
"('what', 'really', 'impressed')",1,what really impressed
"('however', 'what', 'really')",1,however what really
"('airport', 'however', 'what')",1,airport however what
"('the', 'airport', 'however')",1,the airport however
"('from', 'the', 'airport')",1,from the airport
"('distance', 'from', 'the')",1,distance from the
"('short', 'distance', 'from')",1,short distance from
"('a', 'short', 'distance')",1,a short distance
"('beautiful', 'and', 'a')",1,beautiful and a
"('is', 'beautiful', 'and')",1,is beautiful and
"('star', 'the', 'hotel')",1,star the hotel
"('the', '5', 'star')",1,the 5 star
"('fulfil', 'the', '5')",1,fulfil the 5
"('overall', 'fulfil', 'the')",1,overall fulfil the
"('hesitance', 'overall', 'fulfil')",1,hesitance overall fulfil
"('any', 'hesitance', 'overall')",1,any hesitance overall
"('without', 'any', 'hesitance')",1,without any hesitance
"('to', 'use', 'restaurant')",1,to use restaurant
"('details', 'to', 'use')",1,details to use
"('exact', 'details', 'to')",1,exact details to
"('to', 'fulfill', 'almost')",1,to fulfill almost
"('the', 'fullest', 'to')",1,the fullest to
"('to', 'the', 'fullest')",1,to the fullest
"('tried', 'to', 'the')",1,tried to the
"('staffs', 'tried', 'to')",1,staffs tried to
"('the', 'staffs', 'tried')",1,the staffs tried
"('all', 'the', 'staffs')",1,all the staffs
"('answer', 'from', 'all')",1,answer from all
"('an', 'answer', 'from')",1,an answer from
"('never', 'an', 'answer')",1,never an answer
"('was', 'never', 'an')",1,was never an
"('no', 'was', 'never')",1,no was never
"('instantly', 'no', 'was')",1,instantly no was
"('fulfilled', 'instantly', 'no')",1,fulfilled instantly no
"('request', 'fulfilled', 'instantly')",1,request fulfilled instantly
"('upon', 'request', 'fulfilled')",1,upon request fulfilled
"('service', 'upon', 'request')",1,service upon request
"('prompt', 'service', 'upon')",1,prompt service upon
"('fullest', 'to', 'fulfill')",1,fullest to fulfill
"('fulfill', 'almost', 'all')",1,fulfill almost all
"('the', 'exact', 'details')",1,the exact details
"('almost', 'all', 'the')",1,almost all the
"('given', 'the', 'exact')",1,given the exact
"('food', 'given', 'the')",1,food given the
"('local', 'food', 'given')",1,local food given
"('explore', 'local', 'food')",1,explore local food
"('to', 'explore', 'local')",1,to explore local
"('guide', 'to', 'explore')",1,guide to explore
"('changed', 'guide', 'to')",1,changed guide to
"('immediately', 'changed', 'guide')",1,immediately changed guide
"('view', 'immediately', 'changed')",1,view immediately changed
"('better', 'view', 'immediately')",1,better view immediately
"('to', 'better', 'view')",1,to better view
"('room', 'to', 'better')",1,room to better
"('changing', 'the', 'room')",1,changing the room
"('eg', 'changing', 'the')",1,eg changing the
"('request', 'eg', 'changing')",1,request eg changing
"('the', 'request', 'eg')",1,the request eg
"('all', 'the', 'request')",1,all the request
"('really', 'impressed', 'us')",1,really impressed us
"('impressed', 'us', 'most')",1,impressed us most
"('us', 'most', 'was')",1,us most was
"('very', 'special', 'occasion')",1,very special occasion
"('s', 'always', 'a')",1,s always a
"('it', 's', 'always')",1,it s always
"('and', 'it', 's')",1,and it s
"('times', 'and', 'it')",1,times and it
"('many', 'times', 'and')",1,many times and
"('romeo', 'many', 'times')",1,romeo many times
"('the', 'romeo', 'many')",1,the romeo many
"('mille', 'i', 've')",1,mille i ve
"('grazie', 'mille', 'i')",1,grazie mille i
"('stay', 'grazie', 'mille')",1,stay grazie mille
"('entire', 'stay', 'grazie')",1,entire stay grazie
"('our', 'entire', 'stay')",1,our entire stay
"('throughout', 'our', 'entire')",1,throughout our entire
"('guests', 'throughout', 'our')",1,guests throughout our
"('vip', 'guests', 'throughout')",1,vip guests throughout
"('like', 'vip', 'guests')",1,like vip guests
"('felt', 'like', 'vip')",1,felt like vip
"('always', 'a', 'very')",1,always a very
"('special', 'occasion', 'every')",1,special occasion every
"('special', 'and', 'felt')",1,special and felt
"('occasion', 'every', 'time')",1,occasion every time
"('top', 'tier', 'and')",1,top tier and
"('also', 'top', 'tier')",1,also top tier
"('are', 'also', 'top')",1,are also top
"('amenities', 'are', 'also')",1,amenities are also
"('the', 'amenities', 'are')",1,the amenities are
"('vesuvius', 'the', 'amenities')",1,vesuvius the amenities
"('mount', 'vesuvius', 'the')",1,mount vesuvius the
"('has', 'a', 'wonderful')",1,has a wonderful
"('but', 'also', 'has')",1,but also has
"('location', 'but', 'also')",1,location but also
"('central', 'location', 'but')",1,central location but
"('great', 'central', 'location')",1,great central location
"('a', 'great', 'central')",1,a great central
"('stay', 'it', 's')",1,stay it s
"('i', 'stay', 'it')",1,i stay it
"('time', 'i', 'stay')",1,time i stay
"('every', 'time', 'i')",1,every time i
"('and', 'felt', 'like')",1,and felt like
"('stay', 'special', 'and')",1,stay special and
"('most', 'was', 'the')",1,most was the
"('attentive', 'respectful', 'and')",1,attentive respectful and
"('extremely', 'helpful', 'attentive')",1,extremely helpful attentive
"('is', 'extremely', 'helpful')",1,is extremely helpful
"('team', 'is', 'extremely')",1,team is extremely
"('the', 'team', 'is')",1,the team is
"('job', 'the', 'team')",1,job the team
"('incredible', 'job', 'the')",1,incredible job the
"('an', 'incredible', 'job')",1,an incredible job
"('such', 'an', 'incredible')",1,such an incredible
"('does', 'such', 'an')",1,does such an
"('and', 'does', 'such')",1,and does such
"('amazing', 'and', 'does')",1,amazing and does
"('really', 'is', 'amazing')",1,really is amazing
"('team', 'really', 'is')",1,team really is
"('this', 'team', 'really')",1,this team really
"('staff', 'this', 'team')",1,staff this team
"('hotel', 'staff', 'this')",1,hotel staff this
"('the', 'service', 'from')",1,the service from
"('helpful', 'attentive', 'respectful')",1,helpful attentive respectful
"('respectful', 'and', 'super')",1,respectful and super
"('our', 'stay', 'special')",1,our stay special
"('and', 'super', 'friendly')",1,and super friendly
"('truly', 'made', 'our')",1,truly made our
"('all', 'truly', 'made')",1,all truly made
"('have', 'all', 'truly')",1,have all truly
"('you', 'have', 'all')",1,you have all
"('chiara', 'you', 'have')",1,chiara you have
"('and', 'chiara', 'you')",1,and chiara you
"('to', 'alessandro', 'luka')",1,to alessandro luka
"('limited', 'to', 'alessandro')",1,limited to alessandro
"('not', 'limited', 'to')",1,not limited to
"('but', 'not', 'limited')",1,but not limited
"('including', 'but', 'not')",1,including but not
"('team', 'including', 'but')",1,team including but
"('entire', 'team', 'including')",1,entire team including
"('the', 'entire', 'team')",1,the entire team
"('kudos', 'to', 'the')",1,kudos to the
"('friendly', 'kudos', 'to')",1,friendly kudos to
"('super', 'friendly', 'kudos')",1,super friendly kudos
"('ambience', 'prompt', 'service')",1,ambience prompt service
"('amazing', 'ambience', 'prompt')",1,amazing ambience prompt
"('an', 'amazing', 'ambience')",1,an amazing ambience
"('was', 'professional', 'kind')",1,was professional kind
"('door', 'to', 'the')",1,door to the
"('the', 'door', 'to')",1,the door to
"('from', 'the', 'door')",1,from the door
"('member', 'from', 'the')",1,member from the
"('staff', 'member', 'from')",1,staff member from
"('single', 'staff', 'member')",1,single staff member
"('every', 'single', 'staff')",1,every single staff
"('service', 'every', 'single')",1,service every single
"('of', 'service', 'every')",1,of service every
"('level', 'of', 'service')",1,level of service
"('their', 'level', 'of')",1,their level of
"('is', 'their', 'level')",1,is their level
"('most', 'is', 'their')",1,most is their
"('the', 'most', 'is')",1,the most is
"('out', 'the', 'most')",1,out the most
"('stood', 'out', 'the')",1,stood out the
"('what', 'stood', 'out')",1,what stood out
"('restaurant', 'was', 'professional')",1,restaurant was professional
"('professional', 'kind', 'helpful')",1,professional kind helpful
"('and', 'impressed', 'what')",1,and impressed what
"('kind', 'helpful', 'friendly')",1,kind helpful friendly
"('many', 'more', 'names')",1,many more names
"('so', 'many', 'more')",1,so many more
"('included', 'so', 'many')",1,included so many
"('really', 'included', 'so')",1,really included so
"('it', 'really', 'included')",1,it really included
"('but', 'it', 'really')",1,but it really
"('chiara', 'but', 'it')",1,chiara but it
"('and', 'chiara', 'but')",1,and chiara but
"('were', 'alessandro', 'luka')",1,were alessandro luka
"('out', 'were', 'alessandro')",1,out were alessandro
"('stood', 'out', 'were')",1,stood out were
"('that', 'stood', 'out')",1,that stood out
"('staff', 'that', 'stood')",1,staff that stood
"('the', 'staff', 'that')",1,the staff that
"('attentive', 'some', 'of')",1,attentive some of
"('and', 'attentive', 'some')",1,and attentive some
"('helpful', 'friendly', 'and')",1,helpful friendly and
"('impressed', 'what', 'stood')",1,impressed what stood
"('overjoyed', 'and', 'impressed')",1,overjoyed and impressed
"('names', 'than', 'we')",1,names than we
"('and', 'finally', 'decided')",1,and finally decided
"('through', 'reviews', 'and')",1,through reviews and
"('looking', 'through', 'reviews')",1,looking through reviews
"('time', 'looking', 'through')",1,time looking through
"('of', 'time', 'looking')",1,of time looking
"('trip', 'i', 'spent')",1,trip i spent
"('this', 'trip', 'i')",1,this trip i
"('before', 'this', 'trip')",1,before this trip
"('resolved', 'before', 'this')",1,resolved before this
"('is', 'resolved', 'before')",1,is resolved before
"('situation', 'is', 'resolved')",1,situation is resolved
"('the', 'situation', 'is')",1,the situation is
"('until', 'the', 'situation')",1,until the situation
"('hotel', 'until', 'the')",1,hotel until the
"('this', 'hotel', 'until')",1,this hotel until
"('avoiding', 'this', 'hotel')",1,avoiding this hotel
"('recommend', 'avoiding', 'this')",1,recommend avoiding this
"('strongly', 'recommend', 'avoiding')",1,strongly recommend avoiding
"('reviews', 'and', 'finally')",1,reviews and finally
"('finally', 'decided', 'on')",1,finally decided on
"('so', 'overjoyed', 'and')",1,so overjoyed and
"('decided', 'on', 'romeo')",1,decided on romeo
"('left', 'so', 'overjoyed')",1,left so overjoyed
"('we', 'left', 'so')",1,we left so
"('and', 'we', 'left')",1,and we left
"('month', 'and', 'we')",1,month and we
"('this', 'month', 'and')",1,this month and
"('there', 'this', 'month')",1,there this month
"('stayed', 'there', 'this')",1,stayed there this
"('i', 'stayed', 'there')",1,i stayed there
"('family', 'and', 'i')",1,family and i
"('did', 'my', 'family')",1,did my family
"('i', 'did', 'my')",1,i did my
"('glad', 'i', 'did')",1,glad i did
"('so', 'glad', 'i')",1,so glad i
"('am', 'so', 'glad')",1,am so glad
"('i', 'am', 'so')",1,i am so
"('romeo', 'and', 'i')",1,romeo and i
"('on', 'romeo', 'and')",1,on romeo and
"('more', 'names', 'than')",1,more names than
"('than', 'we', 'can')",1,than we can
"('gives', 'an', 'amazing')",1,gives an amazing
"('mario', 'n', 'team')",1,mario n team
"('superb', 'manager', 'mario')",1,superb manager mario
"('simply', 'superb', 'manager')",1,simply superb manager
"('selection', 'simply', 'superb')",1,selection simply superb
"('breakfast', 'selection', 'simply')",1,breakfast selection simply
"('restaurant', 'breakfast', 'selection')",1,restaurant breakfast selection
"('n', 'restaurant', 'breakfast')",1,n restaurant breakfast
"('bar', 'n', 'restaurant')",1,bar n restaurant
"('house', 'bar', 'n')",1,house bar n
"('in', 'house', 'bar')",1,in house bar
"('accommodative', 'in', 'house')",1,accommodative in house
"('very', 'accommodative', 'in')",1,very accommodative in
"('desk', 'very', 'accommodative')",1,desk very accommodative
"('front', 'desk', 'very')",1,front desk very
"('roberta', 'front', 'desk')",1,roberta front desk
"('pleasant', 'roberta', 'front')",1,pleasant roberta front
"('very', 'pleasant', 'roberta')",1,very pleasant roberta
"('staffs', 'very', 'pleasant')",1,staffs very pleasant
"('manager', 'mario', 'n')",1,manager mario n
"('n', 'team', 'greeted')",1,n team greeted
"('well', 'done', 'staffs')",1,well done staffs
"('team', 'greeted', 'us')",1,team greeted us
"('and', 'gives', 'an')",1,and gives an
"('designed', 'and', 'gives')",1,designed and gives
"('gym', 'very', 'well')",1,gym very well
"('n', 'gym', 'very')",1,n gym very
"('jacuzzi', 'n', 'gym')",1,jacuzzi n gym
"('sulkyness', 'jacuzzi', 'n')",1,sulkyness jacuzzi n
"('any', 'sulkyness', 'jacuzzi')",1,any sulkyness jacuzzi
"('without', 'any', 'sulkyness')",1,without any sulkyness
"('requirements', 'without', 'any')",1,requirements without any
"('the', 'requirements', 'without')",1,the requirements without
"('all', 'the', 'requirements')",1,all the requirements
"('fulfilled', 'all', 'the')",1,fulfilled all the
"('hospitality', 'fulfilled', 'all')",1,hospitality fulfilled all
"('great', 'hospitality', 'fulfilled')",1,great hospitality fulfilled
"('with', 'great', 'hospitality')",1,with great hospitality
"('us', 'with', 'great')",1,us with great
"('greeted', 'us', 'with')",1,greeted us with
"('done', 'staffs', 'very')",1,done staffs very
"('room', 'well', 'done')",1,room well done
"('we', 'can', 'remember')",1,we can remember
"('gorgeous', 'there', 'is')",1,gorgeous there is
"('restaurant', 'is', 'gorgeous')",1,restaurant is gorgeous
"('delicious', 'the', 'restaurant')",1,delicious the restaurant
"('was', 'delicious', 'the')",1,was delicious the
"('room', 'the', 'breakfast')",1,room the breakfast
"('steam', 'room', 'the')",1,steam room the
"('and', 'steam', 'room')",1,and steam room
"('sauna', 'and', 'steam')",1,sauna and steam
"('infrared', 'sauna', 'and')",1,infrared sauna and
"('the', 'infrared', 'sauna')",1,the infrared sauna
"('with', 'the', 'infrared')",1,with the infrared
"('room', 'with', 'the')",1,room with the
"('wellness', 'room', 'with')",1,wellness room with
"('especially', 'the', 'wellness')",1,especially the wellness
"('beautiful', 'especially', 'the')",1,beautiful especially the
"('were', 'beautiful', 'especially')",1,were beautiful especially
"('remember', 'the', 'rooms')",1,remember the rooms
"('can', 'remember', 'the')",1,can remember the
"('is', 'gorgeous', 'there')",1,is gorgeous there
"('there', 'is', 'really')",1,there is really
"('the', 'room', 'well')",1,the room well
"('is', 'really', 'no')",1,is really no
"('id', 'in', 'the')",1,id in the
"('in', 'id', 'in')",1,in id in
"('at', 'in', 'id')",1,at in id
"('stay', 'at', 'in')",1,stay at in
"('which', 'hotel', 'to')",1,which hotel to
"('about', 'which', 'hotel')",1,about which hotel
"('fence', 'about', 'which')",1,fence about which
"('the', 'fence', 'about')",1,the fence about
"('on', 'the', 'fence')",1,on the fence
"('re', 'on', 'the')",1,re on the
"('you', 're', 'on')",1,you re on
"('back', 'if', 'you')",1,back if you
"('go', 'back', 'if')",1,go back if
"('wait', 'to', 'go')",1,wait to go
"('downside', 'and', 'we')",1,downside and we
"('no', 'downside', 'and')",1,no downside and
"('really', 'no', 'downside')",1,really no downside
"('tier', 'and', 'that')",1,tier and that
"('that', 'goes', 'for')",1,that goes for
"('the', 'sun', 'beds')",1,the sun beds
"('t', 'sleep', 'we')",1,t sleep we
"('rude', 'and', 'very')",1,rude and very
"('was', 'rude', 'and')",1,was rude and
"('fillippo', 'was', 'rude')",1,fillippo was rude
"('staff', 'fillippo', 'was')",1,staff fillippo was
"('office', 'staff', 'fillippo')",1,office staff fillippo
"('the', 'front', 'office')",1,the front office
"('we', 'the', 'front')",1,we the front
"('sleep', 'we', 'the')",1,sleep we the
"('didn', 't', 'sleep')",1,didn t sleep
"('goes', 'for', 'the')",1,goes for the
"('hot', 'we', 'didn')",1,hot we didn
"('well', 'hot', 'we')",1,well hot we
"('and', 'well', 'hot')",1,and well hot
"('stuffy', 'and', 'well')",1,stuffy and well
"('was', 'stuffy', 'and')",1,was stuffy and
"('night', 'was', 'stuffy')",1,night was stuffy
"('first', 'night', 'was')",1,first night was
"('hug', 'our', 'first')",1,hug our first
"('and', 'very', 'unhelpful')",1,and very unhelpful
"('very', 'unhelpful', 'its')",1,very unhelpful its
"('unhelpful', 'its', 'an')",1,unhelpful its an
"('its', 'an', 'expensive')",1,its an expensive
"('lot', 'i', 'would')",1,lot i would
"('parking', 'lot', 'i')",1,parking lot i
"('the', 'parking', 'lot')",1,the parking lot
"('at', 'the', 'parking')",1,at the parking
"('looks', 'at', 'the')",1,looks at the
"('that', 'looks', 'at')",1,that looks at
"('floor', 'that', 'looks')",1,floor that looks
"('the', 'floor', 'that')",1,the floor that
"('for', 'was', 'on')",1,for was on
"('paid', 'for', 'was')",1,paid for was
"('we', 'paid', 'for')",1,we paid for
"('room', 'we', 'paid')",1,room we paid
"('view', 'room', 'we')",1,view room we
"('the', 'view', 'room')",1,the view room
"('but', 'the', 'view')",1,but the view
"('expensive', 'hotel', 'but')",1,expensive hotel but
"('an', 'expensive', 'hotel')",1,an expensive hotel
"('heavy', 'hug', 'our')",1,heavy hug our
"('a', 'heavy', 'hug')",1,a heavy hug
"('as', 'a', 'heavy')",1,as a heavy
"('the', 'unstable', 'climate')",1,the unstable climate
"('arrived', 'in', 'the')",1,arrived in the
"('we', 'arrived', 'in')",1,we arrived in
"('photos', 'we', 'arrived')",1,photos we arrived
"('the', 'photos', 'we')",1,the photos we
"('see', 'the', 'photos')",1,see the photos
"('admire', 'see', 'the')",1,admire see the
"('to', 'admire', 'see')",1,to admire see
"('lobby', 'to', 'admire')",1,lobby to admire
"('the', 'lobby', 'to')",1,the lobby to
"('moments', 'in', 'the')",1,moments in the
"('fun', 'moments', 'in')",1,fun moments in
"('little', 'fun', 'moments')",1,little fun moments
"('many', 'little', 'fun')",1,many little fun
"('so', 'many', 'little')",1,so many little
"('are', 'so', 'many')",1,are so many
"('there', 'are', 'so')",1,there are so
"('fun', 'there', 'are')",1,fun there are
"('in', 'the', 'unstable')",1,in the unstable
"('unstable', 'climate', 'of')",1,unstable climate of
"('blanket', 'as', 'a')",1,blanket as a
"('climate', 'of', 'early')",1,climate of early
"('the', 'blanket', 'as')",1,the blanket as
"('bears', 'the', 'blanket')",1,bears the blanket
"('polar', 'bears', 'the')",1,polar bears the
"('like', 'polar', 'bears')",1,like polar bears
"('sleep', 'like', 'polar')",1,sleep like polar
"('to', 'sleep', 'like')",1,to sleep like
"('like', 'to', 'sleep')",1,like to sleep
"('we', 'like', 'to')",1,we like to
"('and', 'we', 'like')",1,and we like
"('conditioned', 'and', 'we')",1,conditioned and we
"('air', 'conditioned', 'and')",1,air conditioned and
"('not', 'air', 'conditioned')",1,not air conditioned
"('was', 'not', 'air')",1,was not air
"('room', 'was', 'not')",1,room was not
"('april', 'our', 'room')",1,april our room
"('early', 'april', 'our')",1,early april our
"('of', 'early', 'april')",1,of early april
"('i', 'would', 'not')",1,i would not
"('would', 'not', 'stay')",1,would not stay
"('not', 'stay', 'here')",1,not stay here
"('beautiful', 'location', 'adjacent')",1,beautiful location adjacent
"('view', 'and', 'beautiful')",1,view and beautiful
"('fantastic', 'view', 'and')",1,fantastic view and
"('with', 'a', 'fantastic')",1,with a fantastic
